94,"ROAD_CLOSED","Road Closed","Romeo Salinas","Ñuñoa","Gasparfox",-33.438036,-70.574344
95,"JAM","Traffic Jam","Aguas Claras","La Reina",,-33.439487,-70.55688
96,"JAM","Heavy Traffic","Av. Américo Vespucio Sur","Las Condes","world_oej2f1qr",-33.42991,-70.575035
97,"JAM","Heavy Traffic","Av. Tobalaba","Ñuñoa",,-33.436616,-70.577018
98,"JAM","Standstill Traffic","Av. Américo Vespucio Sur","Las Condes","KanoMaturana",-33.427236,-70.575875
99,"JAM","Standstill Traffic","Av. Ossa","La Reina",,-33.432944,-70.574547
100,"JAM","Heavy Traffic","Florencio Barrios","Las Condes",,-33.424853,-70.552704
101,"JAM","Standstill Traffic","Tomás Moro","Las Condes","wingrazor",-33.429865,-70.554268
102,"JAM","Heavy Traffic","Av. Francisco Bilbao","Las Condes",,-33.431151,-70.573954
103,"JAM","Standstill Traffic","Av. Francisco Bilbao","La Reina",,-33.43058,-70.555568
104,"JAM","Heavy Traffic","Av. Ossa","La Reina","Aarceu",-33.435557,-70.574082
105,"JAM","Heavy Traffic","Av. Francisco Bilbao","La Reina",,-33.431371,-70.577202
106,"ROAD_CLOSED","Road Closed","Romeo Salinas (Pista Izquierda)","Ñuñoa","Gasparfox",-33.438205,-70.57433
107,"JAM","Standstill Traffic","Av. Francisco Bilbao","La Reina",,-33.431306,-70.575213
108,"JAM","Heavy Traffic","Tomás Moro","Las Condes",,-33.421044,-70.553322
109,"JAM","Standstill Traffic","Av. Américo Vespucio Sur","Las Condes",,-33.426737,-70.576326
110,"JAM","Standstill Traffic","Salvador Izquierdo","La Reina","wingrazor",-33.436697,-70.556326
111,"JAM","Standstill Traffic","Alcalde Manuel de la Lastra","La Reina","MichiLion",-33.431136,-70.554618
112,"JAM","Heavy Traffic","Alcalde Manuel de la Lastra","La Reina",,-33.431258,-70.554621
113,"JAM","Heavy Traffic","Isabel La Católica","Las Condes","victorg539",-33.425451,-70.566011
114,"JAM","Standstill Traffic","Nocedal","La Reina","world_gjb8nxb1",-33.437423,-70.557712
115,"JAM","Standstill Traffic","Nocedal","La Reina","Cris_concha3",-33.437444,-70.557268
116,"HAZARD","Pothole","Domingo Bondi","Las Condes","rbeseler",-33.417627,-70.568058
117,"JAM","Heavy Traffic","Av. Américo Vespucio Sur","Las Condes","SOCRAMSOROM",-33.42528,-70.577156
158,"ROAD_CLOSED","Road Closed","Depósito Express Pudahuel","Pudahuel","Subsecretaria de Transportes",-33.442052,-70.790182
159,"JAM","Standstill Traffic","Ruta 68",,,-33.441758,-70.799364
160,"ROAD_CLOSED","Road Closed","Depósito Express Pudahuel","Pudahuel","Subsecretaria de Transportes",-33.44144,-70.790116
161,"ROAD_CLOSED","Road Closed","Depósito Express Pudahuel","Pudahuel","Subsecretaria de Transportes",-33.44138,-70.790036
163,"ROAD_CLOSED","Road Closed","Salida Depósito Express Pudahuel",,"Subsecretaria de Transportes",-33.44322,-70.790242
164,"HAZARD","Car Stopped on Shoulder","Ruta 68",,"world_t5kf1g0a",-33.441195,-70.802288
165,"ACCIDENT","Accident","Ruta 68",,,-33.441848,-70.798894
167,"JAM","Heavy Traffic","Acceso Ruta 68 > Valparaíso",,,-33.442845,-70.792934
189,"HAZARD","Car Stopped on Shoulder","Elisa Correa Sanfuentes","La Florida","OscuridadProfunda",-33.569613,-70.589855
190,"JAM","Heavy Traffic","Av. Gabriela Poniente","Puente Alto","world_3pruuhzb",-33.580075,-70.587959
191,"HAZARD","Construction","Av. Gabriela Poniente","Puente Alto","sackergato",-33.579531,-70.584228
192,"JAM","Standstill Traffic","Av. Luis Matte Larraín","Puente Alto","Javox182",-33.586616,-70.585938
193,"JAM","Heavy Traffic","Av. Concha y Toro","Puente Alto",,-33.570401,-70.583386
194,"POLICE","Police","Av. Ejército Libertador","Puente Alto",,-33.577681,-70.598497
195,"JAM","Standstill Traffic","Caletera Acceso Sur","Puente Alto",,-33.58508,-70.609616
196,"HAZARD","Pothole","Av. Gabriela Poniente","Puente Alto",,-33.57966,-70.584501
197,"POLICE","Police","Creta","Puente Alto",,-33.589113,-70.601007
198,"ROAD_CLOSED","Road Closed","Jacarandá","Puente Alto",,-33.571178,-70.58324
199,"HAZARD","Pothole","Bahía Fitz Roy","Puente Alto",,-33.57311,-70.602425
200,"POLICE","Police","Av. Gabriela Poniente","Puente Alto",,-33.581601,-70.598525
201,"JAM","Standstill Traffic","Caletera Acceso Sur","Puente Alto",,-33.583742,-70.609731
202,"POLICE","Police","María Elena","La Florida","OscuridadProfunda",-33.562425,-70.602043
203,"JAM","Heavy Traffic","Av. Concha y Toro","Puente Alto",,-33.578078,-70.582228
204,"POLICE","Police","Av. Ejército Libertador","Puente Alto","world_ginb6ymo",-33.584723,-70.597012
225,"ACCIDENT","Accident","Av. Salvador Allende","Lo Espejo","ValeCitha",-33.511932,-70.698682
226,"JAM","Traffic Jam","Av. Américo Vespucio","Lo Espejo","world_jf1trdbe",-33.528753,-70.688853
227,"JAM","Heavy Traffic","Av. Santa Anita","Lo Espejo",,-33.520358,-70.689724
228,"JAM","Standstill Traffic","Av. Américo Vespucio","Lo Espejo","world_jf1trdbe",-33.523231,-70.698922
229,"JAM","Traffic Jam","Av. Américo Vespucio","Lo Espejo","world_jf1trdbe",-33.527516,-70.691685
230,"JAM","Traffic Jam","Concón","Lo Espejo",,-33.515644,-70.677055
231,"HAZARD","Car Stopped on Shoulder","Av. Américo Vespucio","Lo Espejo",,-33.522914,-70.697563
232,"JAM","Heavy Traffic","Av. Presidente José Joaquín Prieto Vial","Lo Espejo",,-33.529502,-70.680511
233,"JAM","Standstill Traffic","Autopista Vespucio Sur",,,-33.528004,-70.690101
234,"HAZARD","Construction","Av. Clotario Blest","Lo Espejo","pablocontrerasf87",-33.508296,-70.683929
235,"JAM","Heavy Traffic","Av. Lo Ovalle","Lo Espejo",,-33.509175,-70.674825
236,"JAM","Standstill Traffic","Av. Santa Anita","Lo Espejo",,-33.520598,-70.689844
237,"JAM","Standstill Traffic","Av. Américo Vespucio","Lo Espejo","world_jf1trdbe",-33.529449,-70.68733
238,"JAM","Heavy Traffic","Cardenal Raúl Silva Henríquez","Lo Espejo",,-33.521953,-70.697319
239,"JAM","Standstill Traffic","Av. Américo Vespucio","Lo Espejo","world_jf1trdbe",-33.529888,-70.686447
240,"JAM","Standstill Traffic","Autopista Vespucio Sur",,,-33.525671,-70.695295
241,"HAZARD","Road Hazard","Av. Américo Vespucio","Lo Espejo",,-33.522914,-70.697563
242,"JAM","Heavy Traffic","Av. Lo Errázuriz","Cerrillos",,-33.501875,-70.697003
283,"POLICE","Police","Av. Los Toros","Puente Alto",,-33.566378,-70.555637
284,"HAZARD","Pothole","Bahía Inglesa","Puente Alto","world_qeedpwfi",-33.564743,-70.579472
285,"JAM","Standstill Traffic","Av. Camilo Henríquez","Puente Alto",,-33.561641,-70.556522
286,"JAM","Heavy Traffic","Av. Diego Portales","La Florida","SpeedupSnc",-33.561783,-70.573285
287,"HAZARD","Pothole","Pasaje Roma","Puente Alto","bstmnttm",-33.573769,-70.571982
288,"HAZARD","Pothole","Parque Cordillera","Puente Alto","2049895627ec4005b1ae24e41311fb87",-33.587767,-70.55357
289,"JAM","Heavy Traffic","Av. El Peñón","Puente Alto","world_tx7l5sl0",-33.580041,-70.564945
290,"JAM","Standstill Traffic","Av. El Peral","Puente Alto","SpeedupSnc",-33.570699,-70.554086
291,"HAZARD","Pothole","Chayavientos","Puente Alto","world_qxen5983",-33.585775,-70.57107
292,"POLICE","Police","Av. Los Toros","Puente Alto",,-33.567614,-70.568176
293,"POLICE","Police","Las Nieves Oriente","Puente Alto",,-33.57149,-70.561233
294,"JAM","Traffic Jam","Av. México","Puente Alto",,-33.574497,-70.565232
295,"JAM","Standstill Traffic","Av. Troncal San Francisco","Puente Alto",,-33.588653,-70.55777
296,"HAZARD","Pothole","Chayavientos","Puente Alto",,-33.586587,-70.571016
317,"JAM","Standstill Traffic","Valenzuela Puelma","La Reina","world_1yqadd9q",-33.433925,-70.541872
318,"JAM","Heavy Traffic","Av. Padre Hurtado Sur","Las Condes","world_c9vdjkzp",-33.416621,-70.538946
319,"JAM","Standstill Traffic","Av. Francisco Bilbao","La Reina","acornejoreveco",-33.429189,-70.541244
320,"JAM","Standstill Traffic","Av. Padre Hurtado Sur","Las Condes","world_1yqadd9q",-33.427856,-70.538971
321,"JAM","Standstill Traffic","Av. Francisco Bilbao","Las Condes",,-33.429744,-70.549287
322,"POLICE","Police","Av. Padre Hurtado Sur","Las Condes",,-33.413483,-70.540299
323,"JAM","Standstill Traffic","Padre Hurtado","La Reina","world_1yqadd9q",-33.431894,-70.538842
324,"HAZARD","Pothole","Vital Apoquindo interior","Las Condes",,-33.418201,-70.529915
325,"JAM","Standstill Traffic","Av. Padre Hurtado Sur","Las Condes",,-33.418216,-70.538329
326,"JAM","Heavy Traffic","Av. Padre Hurtado Sur","Las Condes",,-33.425984,-70.538521
347,"HAZARD","Object on Road","Ruta 68",,,-33.444111,-70.787953
348,"JAM","Standstill Traffic","Autopista Vespucio Norte",,"world_8fxc2hma",-33.451575,-70.772764
349,"ROAD_CLOSED","Road Closed","Puerto Madero","Pudahuel","LATAM Waze Editors Hub Account",-33.450674,-70.783012
350,"JAM","Heavy Traffic","Ruta 68",,,-33.446084,-70.777715
351,"ROAD_CLOSED","Road Closed","Salida 21 > San Pablo / Claudio Arrau",,"Autopista Vespucio Norte Express S.A.",-33.451011,-70.773191
352,"ROAD_CLOSED","Road Closed","Salida a Vespucio Norte Express > La Florida / 5 Sur / Maipú",,"LATAM Waze Editors Hub Account",-33.44743,-70.777797
353,"POLICE","Police with Mobile Camera","Isla Grande de Tierra del Fuego","Pudahuel",,-33.456516,-70.760203
355,"JAM","Standstill Traffic","Ruta 68",,,-33.446199,-70.777089
356,"ROAD_CLOSED","Road Closed","Av. San Pablo","Pudahuel","Subsecretaria de Transportes",-33.443054,-70.788678
357,"ROAD_CLOSED","Road Closed","Puerto Madero","Pudahuel","LATAM Waze Editors Hub Account",-33.450907,-70.780039
358,"ACCIDENT","Accident","Autopista Vespucio Norte",,"PabloAravenaGho",-33.448028,-70.776584
359,"HAZARD","Pothole","Av. Los Mares","Pudahuel",,-33.464188,-70.760098
360,"ROAD_CLOSED","Road Closed","Puerto Madero","Pudahuel","LATAM Waze Editors Hub Account",-33.450796,-70.781418
361,"HAZARD","Pothole","Puerto Santiago","Pudahuel",,-33.454628,-70.781894
362,"ROAD_CLOSED","Road Closed","Depósito Express Pudahuel","Pudahuel","Subsecretaria de Transportes",-33.442797,-70.789916
363,"ROAD_CLOSED","Road Closed","Acceso Autopista Américo Vespucio > Ruta 68 / Las Condes",,"Autopista Vespucio Norte Express S.A.",-33.450178,-70.773923
364,"ROAD_CLOSED","Road Closed","Av. Claudio Arrau","Pudahuel","Gasparfox",-33.448891,-70.767285
365,"ROAD_CLOSED","Road Closed","Av. Claudio Arrau","Pudahuel","Gasparfox",-33.449006,-70.766651
367,"JAM","Standstill Traffic","Av. Américo Vespucio","Pudahuel","Ragar2499",-33.446658,-70.779009
369,"JAM","Standstill Traffic","Autopista Vespucio Norte",,,-33.458306,-70.765321
370,"ROAD_CLOSED","Road Closed","Puerto Madero","Pudahuel","LATAM Waze Editors Hub Account",-33.44786,-70.777215
371,"ROAD_CLOSED","Road Closed","Av. San Pablo","Pudahuel","Subsecretaria de Transportes",-33.443804,-70.782577
372,"JAM","Standstill Traffic","Autopista Vespucio Norte",,,-33.456044,-70.767304
373,"ROAD_CLOSED","Road Closed","Depósito Express Pudahuel","Pudahuel","Subsecretaria de Transportes",-33.441051,-70.789626
374,"ROAD_CLOSED","Road Closed","Av. San Pablo","Pudahuel","Subsecretaria de Transportes",-33.443729,-70.784164
376,"ROAD_CLOSED","Road Closed","Av. San Pablo","Pudahuel","Subsecretaria de Transportes",-33.442797,-70.789916
377,"ROAD_CLOSED","Road Closed","Acceso a Autopista Américo Vespucio > Ruta 68 / Las Condes",,"Gasparfox",-33.454313,-70.769138
378,"ROAD_CLOSED","Road Closed","Puerto Madero","Pudahuel","LATAM Waze Editors Hub Account",-33.450615,-70.784036
379,"HAZARD","Road Hazard","El Abeto","Pudahuel",,-33.455855,-70.760286
400,"JAM","Standstill Traffic","Departamental","San Miguel","nnicomv",-33.501956,-70.660211
401,"JAM","Heavy Traffic","Gran Avenida José Miguel Carrera","San Miguel","Bj710G",-33.511932,-70.657402
402,"HAZARD","Pothole","Av. Departamental","San Miguel",,-33.50089,-70.664663
403,"CHIT_CHAT","Chit-Chat","Av. Departamental","San Miguel",,-33.506863,-70.640483
404,"JAM","Heavy Traffic","Av. Departamental","San Miguel",,-33.504019,-70.652628
405,"JAM","Standstill Traffic","6ª Avenida","San Miguel","FranciscoChDino8",-33.509271,-70.657575
406,"JAM","Standstill Traffic","Gran Avenida José Miguel Carrera","La Cisterna","fredduzkyFreddy",-33.528101,-70.661937
407,"JAM","Heavy Traffic","Av. El Parrón","La Cisterna","jgodoyg",-33.526864,-70.659149
408,"JAM","Heavy Traffic","Av. Presidente José Joaquín Prieto Vial","San Miguel",,-33.503752,-70.667487
409,"JAM","Standstill Traffic","Av. Fernández Albano","La Cisterna",,-33.523812,-70.658542
410,"JAM","Standstill Traffic","Gran Avenida José Miguel Carrera","San Miguel","world_qnc4e68l",-33.501615,-70.65448
411,"JAM","Standstill Traffic","Rivadavia","San Ramón",,-33.529086,-70.642662
412,"HAZARD","Pothole","Av. Fernández Albano","La Cisterna",,-33.52346,-70.66035
413,"POLICE","Police","General Freire","La Cisterna","world_plcisvzr",-33.521006,-70.657781
414,"JAM","Heavy Traffic","Av. El Parrón","La Cisterna","jgodoyg",-33.52689,-70.658988
535,"HAZARD","Car Stopped on Shoulder","Autopista Central",,,-33.610138,-70.716566
536,"HAZARD","Pothole","Las Ágatas","San Bernardo",,-33.61371,-70.703714
537,"JAM","Standstill Traffic","Autopista Central",,,-33.602965,-70.716539
538,"JAM","Traffic Jam","Victoria","San Bernardo",,-33.59147,-70.702047
539,"JAM","Traffic Jam","Salida 21a-S > San Bernardo",,"josefigu3",-33.613972,-70.715738
540,"HAZARD","Car Stopped on Road","Autopista Central",,"Frn17TS",-33.60856,-70.716737
541,"HAZARD","Pothole","San Alfonso","San Bernardo","cibergrone",-33.597609,-70.712853
542,"JAM","Standstill Traffic","Eyzaguirre","San Bernardo",,-33.606054,-70.715751
543,"JAM","Heavy Traffic","San José","San Bernardo",,-33.59571,-70.709344
544,"HAZARD","Pothole","El Topacio","San Bernardo","world_lea7k6ly",-33.615822,-70.70275
545,"JAM","Traffic Jam","Av. Colón Sur","San Bernardo",,-33.59004,-70.703845
566,"HAZARD","Pothole","Av. Claudio Arrau","Pudahuel",,-33.45347,-70.743438
567,"JAM","Standstill Traffic","Av. Teniente Luis Cruz Martínez","Maipú","world_6863oppn",-33.469043,-70.737303
568,"POLICE","Police","Av. Santa Victoria","Pudahuel",,-33.442838,-70.758298
569,"HAZARD","Pothole","Av. Teniente Luis Cruz Martínez","Pudahuel",,-33.441221,-70.74062
570,"JAM","Heavy Traffic","Av. General Óscar Bonilla","Lo Prado",,-33.452576,-70.738846
571,"JAM","Moderate Traffic","Mar de Drake","Pudahuel",,-33.456654,-70.74511
572,"JAM","Heavy Traffic","Gabriela Mistral","Lo Prado",,-33.452244,-70.737845
573,"HAZARD","Construction","El Cobre","Pudahuel","JoseMalebranXDJmpChile",-33.446097,-70.752547
574,"JAM","Heavy Traffic","Av. Las Torres","Estación Central",,-33.466839,-70.731412
575,"JAM","Standstill Traffic","Av. Las Torres","Lo Prado","Osvaldo2809",-33.442962,-70.730964
576,"JAM","Traffic Jam","Av. Claudio Arrau","Pudahuel","MxtiChain",-33.453898,-70.741439
577,"CHIT_CHAT","Chit-Chat","Av. General Óscar Bonilla","Pudahuel","some1killer",-33.452306,-70.74084
578,"JAM","Heavy Traffic","Av. Teniente Luis Cruz Martínez","Pudahuel",,-33.455447,-70.738559
599,"JAM","Heavy Traffic","Ruta G-30 / Camino a Lonquén",,"Alvaro-Rapaz",-33.632505,-70.807847
600,"JAM","Heavy Traffic","Ruta G-30 / Camino a Lonquén",,"world_fcg4b7e4",-33.626139,-70.801516
601,"CHIT_CHAT","Chit-Chat","Santa Inés","Calera de Tango","world_1pqwyzx4",-33.631356,-70.797886
602,"POLICE","Police","Santa Inés","Calera de Tango",,-33.630352,-70.801516
639,"POLICE","Police","Poema El Regreso","San Bernardo",,-33.609554,-70.682196
640,"JAM","Traffic Jam","San José","San Bernardo","world_fyqo8c51",-33.604595,-70.68322
641,"JAM","Traffic Jam","San José","San Bernardo",,-33.597351,-70.698305
642,"POLICE","Police","Av. Portales","San Bernardo",,-33.616341,-70.697908
643,"JAM","Standstill Traffic","Barros Arana","San Bernardo","JJRCtico",-33.594819,-70.69902
664,"JAM","Traffic Jam","Av. Santa Rosa","San Miguel",,-33.503073,-70.639147
665,"JAM","Heavy Traffic","Av. Cardenal Raúl Silva Henríquez","La Granja",,-33.523538,-70.625606
666,"JAM","Standstill Traffic","Av. Yungay","La Granja",,-33.523044,-70.611883
667,"JAM","Heavy Traffic","Av. Departamental","San Joaquín","world_vszs7uuf",-33.507485,-70.628122
668,"JAM","Standstill Traffic","Av. Santa Rosa","San Ramón",,-33.526103,-70.635814
669,"JAM","Standstill Traffic","Punta Arenas","La Florida","nilatorrea",-33.516266,-70.610904
670,"JAM","Heavy Traffic","Av. Cardenal Raúl Silva Henríquez","La Granja","Luifi_90",-33.525534,-70.624892
671,"JAM","Traffic Jam","Av. Cardenal Raúl Silva Henríquez","La Granja","OscuridadProfunda",-33.528815,-70.623963
672,"HAZARD","Pothole","Corredor transporte público Las Industrias","San Joaquín",,-33.511947,-70.625148
673,"HAZARD","Pothole","Llico","San Joaquín","world_bj9oxfpt",-33.504818,-70.627847
674,"JAM","Traffic Jam","Av. Departamental","San Joaquín","TheStig37",-33.507821,-70.619365
675,"JAM","Standstill Traffic","Av. Santa Rosa","La Granja",,-33.529372,-70.635281
676,"JAM","Standstill Traffic","Av. Santa Rosa","San Ramón",,-33.527416,-70.635671
677,"HAZARD","Pothole","Francisco de Toledo","San Joaquín","world_bj9oxfpt",-33.506103,-70.631212
678,"JAM","Standstill Traffic","Av. Las Industrias","San Joaquín",,-33.50427,-70.626919
679,"JAM","Standstill Traffic","Santa Ana","La Granja",,-33.52554,-70.635458
680,"JAM","Standstill Traffic","Av. Vicuña Mackenna","San Joaquín","sofiayemilio20142020",-33.506332,-70.61444
681,"ROAD_CLOSED","Road Closed","Gaspar de Espinoza","San Joaquín","Mech-Kyo",-33.503754,-70.63485
682,"JAM","Traffic Jam","Petrobras","San Miguel","MCarolFernandez",-33.513244,-70.637574
683,"JAM","Traffic Jam","Punta Arenas","La Granja","world_sv1e0hdo",-33.524182,-70.610028
724,"JAM","Heavy Traffic","Ruta 68",,"DonWensesLadin",-33.458243,-70.714806
725,"POLICE","Hiding Police","Radal","Estación Central",,-33.455409,-70.701318
726,"HAZARD","Pothole","Santa Zenobia","Lo Prado",,-33.444803,-70.709545
727,"HAZARD","Pothole","Santo Domingo","Quinta Normal",,-33.441982,-70.704539
728,"POLICE","Police","Los Maitenes","Estación Central","world_8u2ly62n",-33.464053,-70.705677
729,"POLICE","Police","Nueva Imperial","Quinta Normal",,-33.445971,-70.705687
730,"CHIT_CHAT","Chit-Chat","Av. Las Rejas Sur","Estación Central","world_6akc8pbd",-33.458349,-70.705623
732,"HAZARD","Pothole","Santa Zenobia","Lo Prado",,-33.444853,-70.708426
733,"POLICE","Hiding Police","Sagitario","Lo Prado",,-33.453972,-70.708562
734,"JAM","Traffic Jam","Av. Gladys Marín Millie","Estación Central","CrespoIuis",-33.459569,-70.714222
735,"JAM","Standstill Traffic","Av. Libertador Bernardo O'Higgins","Estación Central","YessieALM",-33.456623,-70.702083
736,"JAM","Standstill Traffic","Ruta 68",,"k0rb3n",-33.457773,-70.717071
737,"HAZARD","Pothole","Santo Domingo","Quinta Normal",,-33.441981,-70.704475
738,"JAM","Standstill Traffic","Av. María Rozas Velásquez","Estación Central","CristianVarela1997",-33.45526,-70.705714
739,"JAM","Heavy Traffic","Av. María Rozas Velásquez","Lo Prado",,-33.455556,-70.705868
740,"JAM","Standstill Traffic","Neptuno","Estación Central","jptorresb",-33.458916,-70.721469
741,"JAM","Traffic Jam","Av. Gladys Marín Millie","Estación Central","world_6863oppn",-33.462384,-70.719657
804,"JAM","Heavy Traffic","Los Sauces","Padre Hurtado","donyuz",-33.559254,-70.82667
806,"JAM","Heavy Traffic","Ruta 78",,,-33.557607,-70.824535
807,"HAZARD","Object on Road","Ruta G-260 / Camino El Trebal",,"world_mam950xh",-33.533016,-70.82837
828,"JAM","Heavy Traffic","Autopista Vespucio Sur",,,-33.504956,-70.58932
829,"CHIT_CHAT","Chit-Chat","Acceso Estacionamiento Subterráneo","La Florida","BatManForever7",-33.511104,-70.607926
830,"JAM","Standstill Traffic","Paso inferior Av. Las Torres",,,-33.500203,-70.587456
831,"JAM","Standstill Traffic","Av. Vicuña Mackenna","La Florida","misaeltrincado",-33.528297,-70.596176
832,"JAM","Standstill Traffic","Mirador Azul","La Florida","world_7fqtxnst",-33.512698,-70.605884
833,"JAM","Standstill Traffic","Av. Departamental","La Florida","world_ewiu9d6o",-33.509774,-70.592838
834,"HAZARD","Pothole","Peatones 7","Peñalolén","world_bj9oxfpt",-33.502937,-70.580288
835,"JAM","Heavy Traffic","Av. Departamental","La Florida",,-33.509175,-70.601101
836,"HAZARD","Pothole","Las Zarcillas","La Florida","world_bj9oxfpt",-33.511437,-70.584521
837,"JAM","Standstill Traffic","Av. Departamental","La Florida","Shizukita",-33.509441,-70.597569
838,"JAM","Standstill Traffic","Froilán Roa","La Florida",,-33.515582,-70.598609
839,"JAM","Standstill Traffic","Av. Américo Vespucio","La Florida","world_085jqc84",-33.525866,-70.601739
840,"JAM","Traffic Jam","Salida 39 > Vicuña Mackenna",,,-33.525351,-70.601373
841,"JAM","Heavy Traffic","Acceso a Autopista Vespucio Sur",,,-33.503849,-70.588917
842,"JAM","Standstill Traffic","Av. Nueva 1","La Florida","cpino73",-33.512681,-70.594222
843,"ACCIDENT","Accident","Av. Punta Arenas","La Granja","Elguaro14",-33.52695,-70.609827
